Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Reds,1.0,620.243642811586,104906.80125867699,Other,206.74788093719602,Yes,507.41415478180903,No,Male,By_16:00,0.983861996326596,0.29181354818865696,856.420015217736,8.87560789939016,47.2860494395718,3.145,,12.2590783517808,488.29562057430803,6050.7327889667,62504.763583205895,Yes,257469.124472938,22.097412078664497,144.79800820225,98.73909407760951,42961.434152958,50.0,45_and_up,2.0,812.2742849944169,8.0,Foot_or_bicycle,Student_or_Unemployed,644.133621998719,0.0,No
Purples,5.0,395.53789614610605,55897.5107972735,Healthcare,131.84596538203502,No,423.96072291863896,Yes,Female,After_16:00,0.5349082453176379,0.130314221372828,522.9200704488901,6.52019987581298,25.4200542578474,5.861000000000001,4139.0,46.7234860640019,390.3387700921,5020.28476937059,47997.9413345646,Yes,179742.694577695,19.756992941541,157.785963874667,97.8483353042975,17525.204552902902,,45_and_up,5.0,601.6033009743139,13.0,Foot_or_bicycle,Hightech,415.80467119912004,1.0,Yes
Browns,3.0,198.352375599213,31267.4871038487,Financial,66.1174585330709,Yes,472.908181856524,Yes,Female,By_16:00,0.8405820333864541,0.30937194335274393,8.43432289548218,0.129506862722337,61.616282351315,6.904,3096.0,11.785261402837902,468.31499384556395,5665.71180625637,56428.9046662015,Yes,223642.148466843,21.6405867260009,48.626152943801,7.13736764155328,4447.635781405421,60.0,45_and_up,1.0,706.2583575813429,5.0,Car,Hightech,474.968089869366,3.0,Yes
Khakis,1.0,201.661994866917,205.53783502638302,Environment,67.22066495563911,Yes,3.05765846205217,Yes,Male,By_16:00,0.590258937096223,0.49893432506360097,206.01215655915402,1.5517552499659397,96.2967285886407,10.495,5505.0,61.267596040852396,293.102665687911,616.781915996344,29976.7068063996,Yes,9.34927527055922,17.1202414027347,580.914969361884,66.5092937182635,4595.83846203392,90.0,45_and_up,1.0,404.891933606885,11.0,Car,Public_Sector,281.58753728312,1.0,No
Blues,6.0,1569.3197716326802,467136.783939375,Financial,523.106590544227,No,893.0049675982449,No,Female,After_16:00,0.497368866112083,0.0672332739923149,867.481273598969,4.38407812733203,10.7374111190438,4.1339999999999995,9866.0,51.396178058348596,636.685865465552,10203.4214069135,88041.7420042213,No,797457.872155142,25.232634929106197,615.314893512127,30.2741234423593,274173.61166134896,60.0,30-45,0.0,1138.96534780506,12.0,Foot_or_bicycle,Student_or_Unemployed,953.295144252479,2.0,Yes
Browns,9.0,341.289840831693,36672.7662276888,Financial,113.763280277231,Yes,322.360309392631,Yes,Female,By_16:00,0.231507411925122,0.154729417292401,381.848353892565,9.28784505464137,47.0627388451248,5.851,4149.0,80.74860486667599,367.343567660923,3958.2902292481604,44081.136276441204,Maybe,103916.16907171301,19.1662090059804,242.973909297138,34.6331940265372,13065.847219713001,60.0,30-45,1.0,563.139276701325,,Public_or_other,Services_or_Retail,400.58806973446406,0.0,No
Purples,3.0,87.4797536320047,12677.2093255351,Education,29.159917877334898,No,434.747771885486,Yes,Male,After_16:00,0.7809558112639929,0.738689564634115,56.4478726591915,5.76363923028111,85.3853507665917,2.6210000000000004,7379.0,56.6621813457459,453.17154115003797,5253.8208011549295,53081.87035083571,Maybe,189005.625159394,21.2878261255122,120.385530136441,66.96377622429279,889.460728490251,100.0,Below_30,1.0,656.490793284005,13.0,Foot_or_bicycle,Hightech,410.323258120845,1.0,Yes
Browns,3.0,752.166499281557,132164.66501689,Social,250.722166427186,No,527.1359405522401,No,Male,By_16:00,0.216361799975857,0.48162335366941994,786.152621731162,4.82673126272857,38.7444335501641,1.567,8433.0,40.96238554921,478.314411702204,6227.988228926801,58053.63268910941,Yes,277872.299821894,21.870400355325103,45.41357886259029,86.5144163835794,63122.3269043686,70.0,45_and_up,3.0,718.569798577316,7.0,Public_or_other,Services_or_Retail,470.746467980216,0.0,Yes
Oranges,4.0,645.087412834614,64331.194203168205,Other,215.029137611538,No,299.174311526962,Yes,Female,By_16:00,0.748992046108469,0.587549203075469,66.42010854557161,2.9356134892441297,37.4102500965819,6.388,5612.0,63.52390875108539,437.02040137084,3865.7839180113,54708.0751928122,Maybe,89505.2686776317,20.905032919630603,251.35530627139198,33.228061557747395,46462.5591595733,50.0,Below_30,1.0,741.9418747165961,7.0,Public_or_other,Hightech,637.4121646602861,2.0,Yes
Reds,9.0,997.772813603492,199168.68770557398,Foreign_Affairs,332.590937867831,No,598.839790952821,No,Male,By_16:00,0.606041249586269,0.8258179239928721,432.807033881545,8.96327245282009,57.7558084856719,4.853,7147.0,38.2626075530425,523.6032045721321,7035.604318672471,67148.7803897274,Yes,358609.09522841795,22.882377598757802,185.89611577261002,86.9912997819483,110959.32288967099,40.0,30-45,2.0,858.9583322919169,10.0,Motorcycle_or_truck,Student_or_Unemployed,655.662938163432,0.0,No
Yellows,5.0,944.549774189317,76334.6073402649,Education,314.849924729772,Yes,242.44759596427102,Yes,Male,After_16:00,0.29001028416678304,0.28677157801576,719.176109181717,6.72728479839861,95.7512740744278,8.749,5251.0,8.16769511438906,543.0938563645041,3510.66367237171,60849.4966873828,No,58780.8367888543,23.3043741895058,272.364253169465,18.817979446612302,99455.32502707321,100.0,Below_30,2.0,801.73312264687,14.0,Car,Services_or_Retail,577.407784644779,0.0,No
Reds,4.0,622.665394895412,139763.796513425,Other,207.55513163180402,No,673.381551275548,No,Male,By_16:00,0.29371029906906204,0.114059707848355,282.384892692789,9.31801283033565,27.5709967361763,3.513,8487.0,38.609972363337896,456.679337067686,7647.174186890849,60668.8742478294,No,453442.713598264,21.370057020693398,186.01473926895,10.5248402804136,43296.6877983272,50.0,45_and_up,1.0,754.1547956782599,11.0,Car,Services_or_Retail,551.6104743795739,1.0,No
Turquoises,10.0,201.513973766022,39505.9151010393,Education,67.1713245886739,Yes,588.1366095272821,No,Male,By_16:00,0.954317920841277,0.612419914687052,237.844640156254,3.86997104622424,64.50027527753261,7.437,8563.0,44.617437128908904,725.204858011561,7331.77581129595,83616.35213594639,Yes,345904.671466247,26.9296278847585,300.47907054238703,18.7330407090485,4589.15817158566,100.0,45_and_up,2.0,1050.66414475134,15.0,Public_or_other,Student_or_Unemployed,678.33222317642,3.0,No
Purples,5.0,133.657834109568,18013.2020567358,Financial,44.55261136985621,Yes,404.313047044496,Yes,Female,By_16:00,0.653906708583236,0.125853533856571,699.685756815597,7.72265363950282,70.4030467895791,2.259,7741.0,90.6285936478525,428.303851927553,4899.738174300071,51829.4612345145,Maybe,163469.040010405,20.695503181308602,124.623406805345,48.120596050284796,2039.4877912432898,60.0,Below_30,3.0,658.335886233895,8.0,Motorcycle_or_truck,Services_or_Retail,464.862229589296,0.0,Yes
Whites,6.0,204.758888968097,34774.9085487018,Education,68.2529629893658,,509.500350250288,No,Male,By_16:00,0.37659967225045005,0.107486723223701,481.023273430765,4.6974133024923495,41.842374089174,4.922,5078.0,73.10725790448491,483.89030743466697,6062.784117372211,58431.980681637695,No,259590.606905166,21.997506845883002,26.7768718076543,47.8465672815219,4736.71991981711,100.0,30-45,5.0,726.869792859912,10.0,Public_or_other,Industry_or_other,480.83696228736505,1.0,No
Browns,2.0,119.392527821406,19108.8784814042,Social,,Yes,480.152623369906,Yes,Male,After_16:00,0.125724402489141,0.16144914063625002,793.954339344054,2.94525885721669,43.8259888673201,5.37,4630.0,67.1387092676014,437.725712263539,5676.97765822614,53584.7513687112,No,230546.54172900302,20.9218955227183,80.8846182637739,34.5490189502016,1633.63925367216,70.0,30-45,2.0,668.144485772865,6.0,,Industry_or_other,452.35216479738,0.0,No
Whites,10.0,565.572571831735,53625.3030051138,Education,188.524190610578,No,284.447862268689,Yes,Female,By_16:00,0.634207451017573,0.13482533628121,584.023417904973,4.985117111355071,35.547178843990004,2.589,7411.0,4.8088709823787195,298.209778001891,3440.89817869067,40902.554502524705,Yes,80910.5863492268,17.2687514893779,296.87602399087797,6.27304662484676,35739.8946359843,100.0,30-45,3.0,562.271816946086,10.0,Foot_or_bicycle,Industry_or_other,530.876461035032,0.0,No
Turquoises,4.0,529.72557029158,149208.191525958,Education,176.575190097193,No,845.012209494598,No,Female,By_16:00,0.37904422706924396,0.806256777839735,764.288696693256,0.630456181243062,84.7822407493368,12.95,3050.0,98.6214854754508,878.03901566026,10206.2001262665,104266.68951576401,Yes,714045.634194943,29.6317231301229,622.70944519281,10.4021790903062,31365.3729479571,100.0,30-45,2.0,,15.0,Foot_or_bicycle,Services_or_Retail,854.7113348493599,2.0,No
Khakis,1.0,307.160286154864,101485.22949946,Education,102.386762051621,No,991.194832866118,No,Female,After_16:00,0.0818836891558021,0.589939903700724,58.38385503739121,1.20202793972567,23.313570162281398,8.637,7363.0,50.370526826009204,957.700990955345,11827.3503105719,116280.80361421099,Maybe,982467.1967004909,30.946744432255603,832.321232818078,86.74803422763941,10595.4358054669,100.0,45_and_up,1.0,1457.01585729988,15.0,Public_or_other,Services_or_Retail,991.9309643069099,1.0,Yes
Turquoises,10.0,401.963450200367,24936.3081681613,Financial,133.98781673345601,Yes,186.108772992156,Yes,Male,By_16:00,0.493093588156626,0.996951984707266,94.8776686564088,1.67855539126322,53.7400159053504,10.665999999999999,5334.0,77.6343079982325,51.275298702311495,1963.63832732619,8200.15899077897,Maybe,34636.475384646,7.16067725165095,,95.10789306368679,18096.722849731497,60.0,45_and_up,0.0,85.069210342761,9.0,Foot_or_bicycle,Industry_or_other,40.621128422930106,1.0,Yes
Violets,3.0,150.611208361557,1528.5272477577698,,50.2037361205189,No,30.4464839845464,Yes,Female,After_16:00,0.85565514001064,0.505836938275024,379.018920706585,1.3227149145677701,43.3089830679819,9.832,6168.0,41.1965281469747,27.1196530929578,358.70414603138,6614.411314230029,,,5.20765331919837,743.3047306668581,4.32305906433612,2580.61885657922,100.0,Below_30,2.0,112.827310944206,16.0,Car,Services_or_Retail,170.749949524179,1.0,No
Purples,4.0,207.768042992006,30032.864336295897,Healthcare,69.2560143306687,No,433.64990934796504,Yes,Female,After_16:00,0.8890493551734829,0.0842086309567094,981.093867216259,8.35395794128999,17.8376185707748,4.0760000000000005,5924.0,26.501304260455104,412.66278098582,5161.82465545129,52580.6686965823,Maybe,188052.243877499,20.3141030071677,113.775157384788,66.31969904992731,4875.651535300461,80.0,Below_30,4.0,679.883184230759,10.0,Motorcycle_or_truck,Hightech,530.2433808174479,4.0,Yes
Purples,9.0,112.13505789053002,16098.476596549599,Environment,37.3783526301768,No,430.689836864368,Yes,Female,By_16:00,0.544220924843103,0.774825933389366,598.354887450114,3.1528427824377996,11.001226631924501,4.959,5041.0,77.3699590470642,426.92600030124,5160.7503692461605,50975.2924036242,Maybe,185493.73557825602,20.6621876939796,133.075310648405,12.1455742279068,1444.51959797602,90.0,Below_30,3.0,633.812930758222,11.0,Car,Hightech,413.02109360133795,0.0,Yes
Reds,1.0,507.071492557607,73900.68661804519,Other,169.02383085253598,No,437.220516452024,Yes,,After_16:00,0.932545211864635,0.110893737524748,77.6442540809512,3.8723903079517203,76.80539179127659,3.335,8665.0,88.700235215947,485.667693546089,5343.54055161241,61246.6770727128,Yes,191161.78000657397,22.037869532831202,163.658214226635,55.5654571624473,28748.0792269192,50.0,30-45,2.0,806.0515151701879,8.0,Motorcycle_or_truck,Student_or_Unemployed,650.4570786670121,1.0,No
Khakis,9.0,572.536284137297,5148.440172205221,Environment,190.845428045766,No,26.9770160329468,Yes,Female,After_16:00,0.5405414912384,0.320819452404976,117.13018850423401,2.38523510750383,99.12219217512761,10.07,5930.0,1.3957414543256201,38.916554534807794,347.603269399084,3714.1722993377293,Maybe,727.75939404187,,824.7439861823151,63.957741460762904,36622.8228340173,90.0,30-45,0.0,40.814745554035,15.0,Motorcycle_or_truck,Industry_or_other,6.184289738826691,0.0,Yes
Yellows,7.0,1025.78548830458,173062.218805453,Environment,341.928496101527,No,506.135700237357,No,Male,After_16:00,0.738777193706483,0.503183907363564,926.726216683164,3.62729404354468,93.9705341355875,9.924,4076.0,74.7154764598235,355.946362853703,5773.24972808098,51331.5476154353,No,256173.34705476,18.866540829036502,187.352255681068,37.7182904398069,117267.024942353,90.0,45_and_up,1.0,680.781202746503,11.0,Car,Industry_or_other,619.631812308869,1.0,Yes
Khakis,5.0,852.413286068764,83366.0207847139,Financial,284.137762022921,Yes,293.40000495248796,Yes,Male,After_16:00,0.469326974125579,0.46130666742101295,133.523862808943,5.57873378973454,33.3293236792088,8.832,7168.0,60.60574776493011,451.257223961875,3836.5144974486298,43652.3697260994,Yes,86083.5629061198,21.2428158199866,442.728853266626,87.7309818286449,81028.4055694172,60.0,Below_30,3.0,491.210452603482,10.0,Car,Student_or_Unemployed,111.477901085091,0.0,No
Khakis,1.0,685.638742248325,2462.49261421261,Financial,228.54624741610803,Yes,10.774592197653599,Yes,Male,After_16:00,0.7649455692153421,0.50517959264107,711.8538643699139,3.81984242703766,50.6608615396544,8.585,7415.0,43.1662587681785,469.89823586773105,1047.542393712,41684.9341416117,No,116.091837025737,21.6771362469246,590.8893963148739,17.8851931123063,52471.9334554011,60.0,30-45,0.0,508.983854214487,10.0,Motorcycle_or_truck,Public_Sector,169.995965427527,0.0,Yes
Turquoises,3.0,821.251046653087,269709.448009341,Education,273.750348884362,No,985.2387370774519,No,Female,After_16:00,0.832714611897245,0.810744091402739,204.229974886402,4.85748827224597,17.8167486563325,9.405,6595.0,26.8859148956835,986.7085713593301,11825.8045134932,118632.136931204,Yes,970695.369037973,31.4119176644682,848.537886771626,86.96475620381528,75223.0038631945,100.0,45_and_up,1.0,1485.3962116733499,13.0,Motorcycle_or_truck,Services_or_Retail,997.669247484406,0.0,No
Purples,9.0,103.244335368265,15149.925588176498,Education,34.4147784560883,Yes,440.215694182286,Yes,Female,After_16:00,0.7388133618514979,0.8711469904519621,959.0671216137711,6.878166787792,52.9449695022777,2.395,7605.0,88.9000638388097,488.37453878681396,5378.90601939649,60990.998694668895,No,193789.85740439198,22.099197695545698,141.490598456903,88.7968140654266,1228.79175463773,100.0,45_and_up,2.0,797.414497600817,16.0,Public_or_other,Industry_or_other,627.711686548911,0.0,No
Oranges,5.0,193.026424594436,36064.764996056896,Other,64.3421415314788,No,560.5154590388099,No,Female,After_16:00,0.266216448973864,0.28202686319127696,,5.04868629155681,92.0517265331,3.5210000000000004,8479.0,66.0391042707488,215.614036519717,6036.382663427529,39406.1450364696,Maybe,314177.579821487,14.6838018414754,294.862452282491,18.9833937445655,4214.25331838833,50.0,Below_30,1.0,524.631555102767,9.0,Foot_or_bicycle,Student_or_Unemployed,549.0547526622811,1.0,No
Purples,,49.913438647076,7777.791275246809,Education,16.6378128823587,No,467.476784974167,Yes,Male,After_16:00,0.21554734976962198,0.351905705407262,929.534197086468,1.5735104121267802,68.2150231674314,6.107,3893.0,16.6815583128482,395.85087389332,5466.46959752831,51059.3976009134,Yes,218534.544489784,19.896001454898396,109.136067224807,32.5354814063758,303.454630390739,100.0,45_and_up,1.0,651.800907281556,16.0,Motorcycle_or_truck,Hightech,497.57488456030296,0.0,No
Purples,9.0,59.5775829608055,8012.08496856172,Healthcare,19.8591943202685,No,403.44461307700203,Yes,Female,By_16:00,0.612183066783473,0.3618336222134529,768.572642235085,4.205427269916981,46.063159988261795,1.12,8880.0,42.594075249508,421.743866161577,4877.93386309317,51317.99725562111,No,162767.555820852,20.536403437836398,128.830382818398,47.007180145010395,424.24679337045404,80.0,45_and_up,0.0,652.955887383249,13.0,Public_or_other,Student_or_Unemployed,466.083893060259,2.0,Yes
Reds,4.0,241.418673550334,39176.9417968508,Foreign_Affairs,80.4728911834447,No,486.834028462376,Yes,Male,After_16:00,0.26849529799073896,0.7361848158761859,542.109547648579,6.1617673118598795,4.39850811380893,3.484,8516.0,87.30287833604959,444.07914825561403,5756.498581134991,59067.6003233437,Yes,237007.37126890602,21.073185527006,173.487843436556,32.8761221608147,6566.359106605971,40.0,45_and_up,2.0,780.204418429207,6.0,Car,Services_or_Retail,663.699564305834,2.0,No
Yellows,1.0,34.706489316516105,3430.0538401043104,Environment,11.568829772172,Yes,296.490994132791,Yes,Male,By_16:00,0.031626392621547005,0.9264311157166959,651.602284517139,4.5885346527211395,84.6128987614065,7.165,6835.0,73.49287613760679,546.532596885088,4057.9751350980896,58253.1788111683,Yes,87906.9096018507,23.3780366345227,226.311145914731,29.075743164867202,155.406652069666,90.0,30-45,2.0,727.83765748168,,Foot_or_bicycle,Industry_or_other,412.61844174364404,0.0,Yes
Khakis,7.0,194.935893444405,56823.583439723094,Healthcare,64.9786311481349,No,874.496468080092,No,Female,After_16:00,0.594022317323834,0.846929323626682,900.8599319495261,8.69958668714389,66.6923280106857,7.372000000000001,8628.0,65.6952093122527,870.541776181199,10486.0482331633,105504.440560947,No,764744.0726845559,29.5049449445546,669.299583130513,33.4027182077989,4297.201137033499,80.0,Below_30,4.0,1327.34286513391,14.0,Motorcycle_or_truck,Student_or_Unemployed,912.811239525643,1.0,Yes
Khakis,3.0,160.19031991412902,39422.3120441988,Social,53.3967733047098,Yes,738.2901550854871,No,Male,After_16:00,0.9348414402920749,0.34619055315852193,840.192876057699,6.3632586435414895,17.0963713433594,6.468,9532.0,57.7706531854346,723.253706237301,8829.40896332948,87083.3531855467,Yes,545072.353096153,26.8933766239441,396.47592916829905,59.99640647787599,2914.6121726592796,70.0,Below_30,1.0,1087.1948304723198,9.0,Public_or_other,Public_Sector,724.8749587004061,0.0,Yes
Greys,5.0,501.06283065069397,67701.2261526731,Military,167.020943550231,Yes,405.34572918582603,Yes,Male,By_16:00,0.6690956074744461,0.477062468184158,552.401702385396,3.25145698152483,28.714484092779497,6.7139999999999995,,51.8776483135298,480.423755243262,5014.30480234478,56249.346140751906,No,164305.160169189,21.9185710128024,99.84287214428709,23.981316038407396,28073.016527959702,30.0,30-45,2.0,710.406568401257,7.0,Motorcycle_or_truck,Hightech,474.981231527477,0.0,Yes
